,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
5782,NCGC00160562-01,STAYVYIMUXVGBN-UHFFFAOYSA-N,NCGC00160562-01,5782,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5783,NCGC00021144-02,CJGYSWNGNKCJSB-YVLZZHOMSA-N,NCGC00021144-02,5783,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5784,NCGC00091149-01,NIJJYAXOARWZEE-UHFFFAOYSA-N,NCGC00091149-01,5784,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5785,NCGC00182080-02,OMOMUFTZPTXCHP-UHFFFAOYSA-N,NCGC00182080-02,5785,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5786,NCGC00091575-01,RWLALWYNXFYRGW-UHFFFAOYSA-N,NCGC00091575-01,5786,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5787,NCGC00095164-01,VRDIULHPQTYCLN-UHFFFAOYSA-N,NCGC00095164-01,5787,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5788,NCGC00166226-01,ATZHGRNFEFVDDJ-UHFFFAOYSA-N,NCGC00166226-01,5788,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5789,NCGC00183281-01,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,NCGC00183281-01,5789,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5790,NCGC00181135-01,AGJUUQSLGVCRQA-PJEYIJQRSA-N,NCGC00181135-01,5790,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5791,NCGC00091313-01,ALBYIUDWACNRRB-UHFFFAOYSA-N,NCGC00091313-01,5791,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5792,NCGC00161254-02,JVJFIQYAHPMBBX-FNORWQNLSA-N,NCGC00161254-02,5792,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5793,NCGC00181322-01,WBHHMMIMDMUBKC-QJWNTBNXSA-N,NCGC00181322-01,5793,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5794,NCGC00166213-01,LEACJMVNYZDSKR-UHFFFAOYSA-N,NCGC00166213-01,5794,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5795,NCGC00159369-02,GLDOVTGHNKAZLK-UHFFFAOYSA-N,NCGC00159369-02,5795,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5796,NCGC00159368-02,BXWNKGSJHAJOGX-UHFFFAOYSA-N,NCGC00159368-02,5796,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5797,NCGC00254293-01,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,NCGC00254293-01,5797,training,,1.0,0.0,0.0,,1.0,0.0,,0.0,0.0,1.0,,0.0
5798,NCGC00249608-01,WCXWARPXYQCRPP-UHFFFAOYSA-N,NCGC00249608-01,5798,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5799,NCGC00015893-02,UHSKFQJFRQCDBE-UHFFFAOYSA-N,NCGC00015893-02,5799,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5800,NCGC00016715-01,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,NCGC00016715-01,5800,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5801,NCGC00025303-03,WAOQONBSWFLFPE-VIFPVBQESA-N,NCGC00025303-03,5801,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5802,NCGC00024870-02,GUJRSXAPGDDABA-NSHDSACASA-N,NCGC00024870-02,5802,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5803,NCGC00092310-03,NTJOBXMMWNYJFB-UHFFFAOYSA-N,NCGC00092310-03,5803,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5804,NCGC00015570-04,UXABARREKCJULM-UHFFFAOYSA-N,NCGC00015570-04,5804,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5805,NCGC00091902-05,JXSJBGJIGXNWCI-UHFFFAOYSA-N,NCGC00091902-05,5805,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5806,NCGC00160587-01,FVIGODVHAVLZOO-UHFFFAOYSA-N,NCGC00160587-01,5806,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5807,NCGC00159463-02,APAAODWHOIYZEX-UHFFFAOYSA-N,NCGC00159463-02,5807,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5808,NCGC00159463-03,APAAODWHOIYZEX-UHFFFAOYSA-N,NCGC00159463-03,5808,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5809,NCGC00160510-01,PRXHANOJNVGVGC-UHFFFAOYSA-N,NCGC00160510-01,5809,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
5810,NCGC00094516-01,BXNANOICGRISHX-UHFFFAOYSA-N,NCGC00094516-01,5810,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5811,NCGC00016638-01,PPSVFZXMDMUIGB-UHFFFAOYSA-N,NCGC00016638-01,5811,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5812,NCGC00016653-01,PEDXCVQZZVVOGO-UKMDXRBESA-N,NCGC00016653-01,5812,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5813,NCGC00247704-01,TWXDDNPPQUTEOV-FVGYRXGTSA-N,NCGC00247704-01,5813,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5814,NCGC00094816-01,JXXCENBLGFBQJM-UHFFFAOYSA-N,NCGC00094816-01,5814,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5815,NCGC00016649-01,QTRBWTMEQQSFLO-CUNABDNDSA-N,NCGC00016649-01,5815,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5816,NCGC00159533-01,JFSOSUNPIXJCIX-UHFFFAOYSA-N,NCGC00159533-01,5816,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5817,NCGC00094159-01,UJPYMIOQGFLTEG-UHFFFAOYSA-N,NCGC00094159-01,5817,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5818,NCGC00016271-01,RHTNTTODYGNRSP-UHFFFAOYSA-N,NCGC00016271-01,5818,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5819,NCGC00247702-01,FZJYQGFGNHGSFX-PVQKIFDLSA-N,NCGC00247702-01,5819,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5820,NCGC00181789-01,FEWCTJHCXOHWNL-UHFFFAOYSA-N,NCGC00181789-01,5820,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5821,NCGC00016813-01,UHPXMYLONAGUPC-WKLLBTDKSA-N,NCGC00016813-01,5821,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5822,NCGC00016801-01,DNTDOBSIBZKFCP-YDALLXLXSA-N,NCGC00016801-01,5822,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5823,NCGC00016865-01,FYBXRCFPOTXTJF-UHFFFAOYSA-N,NCGC00016865-01,5823,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5824,NCGC00016551-01,LKHWKAGQNOMUFQ-UHFFFAOYSA-N,NCGC00016551-01,5824,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
5825,NCGC00159520-02,ZCDDBUOENGJMLV-QRPNPIFTSA-N,NCGC00159520-02,5825,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5826,NCGC00016827-01,KTUFKADDDORSSI-UHFFFAOYSA-N,NCGC00016827-01,5826,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5827,NCGC00025347-01,VPNGEIHDPSLNMU-UHFFFAOYSA-N,NCGC00025347-01,5827,training,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5828,NCGC00073457-03,NZEDTZKNEKPBGR-UHFFFAOYSA-N,NCGC00073457-03,5828,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5829,NCGC00182078-02,ZBUVYROEHQQAKL-UHFFFAOYSA-N,NCGC00182078-02,5829,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5830,NCGC00094071-01,PUCXJHNDMYZOHG-UHFFFAOYSA-N,NCGC00094071-01,5830,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5831,NCGC00167552-01,ZXSGQNYQJIUMQN-UHFFFAOYSA-N,NCGC00167552-01,5831,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5832,NCGC00183101-01,OPGOLNDOMSBSCW-CLNHMMGSSA-N,NCGC00183101-01,5832,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5833,NCGC00164535-01,VJNXVAVKCZJOFQ-UHFFFAOYSA-N,NCGC00164535-01,5833,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5834,NCGC00182709-02,DLPGJHSONYLBKP-IKGOIYPNSA-N,NCGC00182709-02,5834,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5835,NCGC00182709-01,DLPGJHSONYLBKP-IKGOIYPNSA-N,NCGC00182709-01,5835,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5836,NCGC00094285-01,NRHUDETYKUBQJT-BTQNPOSSSA-N,NCGC00094285-01,5836,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5837,NCGC00181108-01,VKJHTUVLJYWAEY-UHFFFAOYSA-N,NCGC00181108-01,5837,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5838,NCGC00094894-01,AXBHPHPHZHAOAK-UHFFFAOYSA-N,NCGC00094894-01,5838,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5839,NCGC00181332-01,GZFYZYBWLCYBMI-MYZJJQSMSA-N,NCGC00181332-01,5839,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5840,NCGC00182061-02,PDBXHPORMXSXKO-UHFFFAOYSA-N,NCGC00182061-02,5840,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5841,NCGC00185771-01,IGOWMQPOGQYFFM-UHFFFAOYSA-N,NCGC00185771-01,5841,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5842,NCGC00181080-01,RRRKUSYYBYVFMC-UHFFFAOYSA-N,NCGC00181080-01,5842,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5843,NCGC00016754-01,FOGDPGQSHLLYIK-XYQGXRRISA-N,NCGC00016754-01,5843,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5844,NCGC00016560-01,AUAHHJJRFHRVPV-BZDVOYDHSA-N,NCGC00016560-01,5844,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5845,NCGC00182557-01,IDIFQEBJTRUYTQ-UHFFFAOYSA-N,NCGC00182557-01,5845,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5846,NCGC00016421-01,CKLJCUGYMOMAEJ-UHFFFAOYSA-N,NCGC00016421-01,5846,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5847,NCGC00183273-01,SZKQYDBPUCZLRX-UHFFFAOYSA-N,NCGC00183273-01,5847,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5848,NCGC00159437-02,ZMROYCGIWPNZNJ-UHFFFAOYSA-N,NCGC00159437-02,5848,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5849,NCGC00016528-01,SARMGXPVOFNNNG-UHFFFAOYSA-N,NCGC00016528-01,5849,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5850,NCGC00015279-02,FIVHOHCAXWQPGC-UHFFFAOYSA-N,NCGC00015279-02,5850,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5851,NCGC00016035-02,OHHDIOKRWWOXMT-UHFFFAOYSA-N,NCGC00016035-02,5851,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5852,NCGC00167737-01,JMFKTFLARGGXCC-UHFFFAOYSA-N,NCGC00167737-01,5852,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5853,NCGC00254535-01,KPVQNWQDBLOUQW-UHFFFAOYSA-N,NCGC00254535-01,5853,training,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
5854,NCGC00093552-01,OTQYGBJVDRBCHC-UHFFFAOYSA-N,NCGC00093552-01,5854,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5855,NCGC00016494-01,YCAXNWFCHTZUMD-UHFFFAOYSA-N,NCGC00016494-01,5855,training,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5856,NCGC00181097-01,RCISIXJGNBXXPZ-UHFFFAOYSA-N,NCGC00181097-01,5856,training,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5857,NCGC00164558-01,RSBGQTFIHFGTSY-UHFFFAOYSA-N,NCGC00164558-01,5857,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5858,NCGC00015841-02,BCXCABRDBBWWGY-UHFFFAOYSA-N,NCGC00015841-02,5858,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5859,NCGC00016778-01,CNNVSINJDJNHQK-UHFFFAOYSA-N,NCGC00016778-01,5859,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5860,NCGC00074024-02,LPQOADBMXVRBNX-UHFFFAOYSA-N,NCGC00074024-02,5860,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5861,NCGC00159467-02,PIQVDUKEQYOJNR-BPNKVWISSA-N,NCGC00159467-02,5861,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5862,NCGC00159467-03,PIQVDUKEQYOJNR-VZXSFKIWSA-N,NCGC00159467-03,5862,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5863,NCGC00095975-01,CBSOFSBFHDQRLV-UHFFFAOYSA-N,NCGC00095975-01,5863,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5864,NCGC00016617-01,PLGQWYOULXPJRE-UHFFFAOYSA-N,NCGC00016617-01,5864,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5865,NCGC00016620-01,MGCQZNBCJBRZDT-UHFFFAOYSA-N,NCGC00016620-01,5865,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5866,NCGC00247676-01,PNRHAWADPSUWEX-GBWBWFAWSA-N,NCGC00247676-01,5866,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5867,NCGC00094390-01,DDMVHGULHRJOEC-UHFFFAOYSA-N,NCGC00094390-01,5867,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5868,NCGC00016831-01,ZDPACSAHMZADFZ-UHFFFAOYSA-N,NCGC00016831-01,5868,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5869,NCGC00181343-01,HLUKNZUABFFNQS-ZMBIFBSDSA-N,NCGC00181343-01,5869,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5870,NCGC00094502-01,KTMLZVUAXJERAT-UHFFFAOYSA-N,NCGC00094502-01,5870,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5871,NCGC00185773-02,GTNDZRUWKHDICY-DJHAJVGHSA-N,NCGC00185773-02,5871,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5872,NCGC00247710-01,ZXKXJHAOUFHNAS-FVGYRXGTSA-N,NCGC00247710-01,5872,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5873,NCGC00016939-01,OICFWWJHIMKBCD-VALQNVSPSA-N,NCGC00016939-01,5873,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5874,NCGC00188690-01,JALHGCPDPSNJNY-UHFFFAOYSA-N,NCGC00188690-01,5874,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5875,NCGC00165996-01,RBZRMBCLZMEYEH-UHFFFAOYSA-N,NCGC00165996-01,5875,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5876,NCGC00016623-01,FXYZDFSNBBOHTA-UHFFFAOYSA-N,NCGC00016623-01,5876,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5877,NCGC00186464-01,BSJUIBZAXCXFMZ-NATPOTRJSA-N,NCGC00186464-01,5877,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5878,NCGC00091268-01,UBDNTYUBJLXUNN-IFLJXUKPSA-N,NCGC00091268-01,5878,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5879,NCGC00016645-01,VZQARNDJLLWXGL-CCHMMTNSSA-N,NCGC00016645-01,5879,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5880,NCGC00181010-01,MMCDXJOMPMIKGP-UHFFFAOYSA-N,NCGC00181010-01,5880,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5881,NCGC00015864-02,HCBIBCJNVBAKAB-UHFFFAOYSA-N,NCGC00015864-02,5881,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5882,NCGC00016998-01,SVSFIELZISOJDT-XRZFDKQNSA-N,NCGC00016998-01,5882,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5883,NCGC00016977-01,OSRUSFPMRGDLAG-QMGYSKNISA-N,NCGC00016977-01,5883,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5884,NCGC00167585-01,SBTIBNSPYUUNGA-UHFFFAOYSA-N,NCGC00167585-01,5884,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5885,NCGC00182085-01,HWAAPJPFZPHHBC-FGJQBABTSA-N,NCGC00182085-01,5885,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5886,NCGC00183881-01,SKZIMSDWAIZNDD-WJMOHVQJSA-N,NCGC00183881-01,5886,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5887,NCGC00094665-01,BALXUFOVQVENIU-GNAZCLTHSA-N,NCGC00094665-01,5887,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5888,NCGC00024257-04,OCYSGIYOVXAGKQ-FVGYRXGTSA-N,NCGC00024257-04,5888,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5889,NCGC00159326-02,POUMFISTNHIPTI-BOMBIWCESA-N,NCGC00159326-02,5889,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5890,NCGC00016416-01,DYWNLSQWJMTVGJ-PRCZDLBKSA-N,NCGC00016416-01,5890,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5891,NCGC00094688-01,QKPLRMLTKYXDST-NSEZLWDYSA-N,NCGC00094688-01,5891,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5892,NCGC00093534-02,IYEWBJUCJHKLHD-UHFFFAOYSA-N,NCGC00093534-02,5892,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5893,NCGC00016807-01,HEYVINCGKDONRU-UHFFFAOYSA-N,NCGC00016807-01,5893,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5894,NCGC00168780-01,XNCDYJFPRPDERF-PBCQUBLHSA-N,NCGC00168780-01,5894,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5895,NCGC00016810-01,WQVZLXWQESQGIF-UHFFFAOYSA-N,NCGC00016810-01,5895,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5896,NCGC00017005-01,AMZACPWEJDQXGW-UHFFFAOYSA-N,NCGC00017005-01,5896,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5897,NCGC00016784-01,GDWDBGSWGNEMGJ-UHFFFAOYSA-N,NCGC00016784-01,5897,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5898,NCGC00016594-01,BJPJNTKRKALCPP-UHFFFAOYSA-N,NCGC00016594-01,5898,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5899,NCGC00013628-01,JOQJLAAVKSQVCC-GGLKHSNMSA-N,NCGC00013628-01,5899,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5900,NCGC00016937-01,CWKFWBJJNNPGAM-IPZCTEOASA-N,NCGC00016937-01,5900,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5901,NCGC00016580-01,LCTORFDMHNKUSG-GJHKVECASA-N,NCGC00016580-01,5901,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5902,NCGC00015453-05,RRJFVPUCXDGFJB-UHFFFAOYSA-N,NCGC00015453-05,5902,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5903,NCGC00016959-01,DIOIOSKKIYDRIQ-UHFFFAOYSA-N,NCGC00016959-01,5903,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5904,NCGC00016964-01,KXEBLAPZMOQCKO-UHFFFAOYSA-N,NCGC00016964-01,5904,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5905,NCGC00016964-02,KXEBLAPZMOQCKO-UHFFFAOYSA-N,NCGC00016964-02,5905,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5906,NCGC00181102-01,RVUCXCLULXWKIQ-PKNINNMNSA-N,NCGC00181102-01,5906,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5907,NCGC00091942-01,JUMYIBMBTDDLNG-UHFFFAOYSA-N,NCGC00091942-01,5907,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5908,NCGC00161405-01,KLGSBANGKXGRTA-UHFFFAOYSA-N,NCGC00161405-01,5908,training,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5909,NCGC00016947-01,LBARATORRVNNQM-UHFFFAOYSA-N,NCGC00016947-01,5909,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5910,NCGC00182545-01,CLDOLNORSLLQDI-OOAIBONUSA-N,NCGC00182545-01,5910,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5911,NCGC00016636-01,XOEVKNFZUQEERE-UHFFFAOYSA-N,NCGC00016636-01,5911,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5912,NCGC00017004-01,ZUYKJZQOPXDNOK-UHFFFAOYSA-N,NCGC00017004-01,5912,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5913,NCGC00167459-01,MBGXILHMHYLZJT-UHFFFAOYSA-N,NCGC00167459-01,5913,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5914,NCGC00015996-02,OTFDPNXIVHBTKW-UHFFFAOYSA-N,NCGC00015996-02,5914,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5915,NCGC00167498-01,DKXJDBJNAXSJDH-MHDYBILJSA-N,NCGC00167498-01,5915,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5916,NCGC00094337-02,VIDRYROWYFWGSY-UHFFFAOYSA-N,NCGC00094337-02,5916,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5917,NCGC00016403-01,SIACJRVYIPXFKS-UHFFFAOYSA-N,NCGC00016403-01,5917,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
